1,14,0,5,0,0,0,20
2,29,0,12,0,0,0,34
3,20,1,7,0,0,0,25
4,2,0,1,0,0,0,2
5,7,1,1,0,0,1,14
6,7,0,1,0,0,0,10
7,3,1,3,1,1,0,5
9,1,0,0,0,0,0,1
10,19,2,8,0,0,0,24
11,10,0,1,0,0,0,13
12,3,1,1,1,0,1,8
13,1,0,1,0,0,0,3
14,2,0,0,0,0,0,3
15,4,1,1,0,0,0,3
16,1,0,1,0,0,0,1
17,3,0,2,0,0,1,5
18,1,0,0,0,0,0,1
19,3,0,3,0,0,0,2
20,0,0,0,0,0,0,1
21,0,0,0,1,0,0,1
22,4,0,0,0,0,0,4
24,0,0,1,0,0,0,2
25,8,1,2,0,0,4,17
26,4,2,0,0,0,1,7
27,7,0,2,0,0,0,8
28,6,2,2,0,0,0,9
30,1,0,1,0,0,0,3
31,2,1,0,0,0,0,4
32,0,0,0,0,0,0,1
33,1,0,0,0,0,0,1
34,1,0,1,0,0,0,1
36,1,0,0,0,0,0,4
38,0,0,0,0,0,0,1
40,0,0,0,0,0,0,1
42,0,0,0,0,0,0,3
43,0,0,0,0,0,0,1
45,0,1,1,0,0,0,1
46,0,0,0,0,0,0,1
54,1,0,0,0,0,1,2
56,1,0,1,0,0,0,1
57,1,0,1,0,0,0,1
62,0,0,1,0,0,0,2
67,1,0,0,0,0,0,1
76,0,0,0,0,0,0,1
83,11,0,1,0,0,0,15
84,0,1,0,0,0,0,1
85,23,2,4,0,0,1,29
86,9,2,6,0,0,0,15
87,20,2,5,0,0,2,24
88,9,0,4,0,0,1,9
89,9,0,1,0,0,1,13
90,6,0,1,0,0,0,5
91,2,0,2,0,0,0,3
92,3,0,1,0,0,0,9
93,1,0,0,0,0,0,1
94,3,0,0,0,1,0,2
96,1,0,0,0,0,0,2
97,1,0,0,0,0,0,1
98,1,0,0,0,0,0,1
99,0,1,0,0,0,0,1
101,0,0,0,0,0,0,1
102,4,0,0,0,1,0,3
105,2,0,1,0,0,0,1
108,0,0,0,0,0,0,1
109,1,0,0,0,0,0,1
110,1,0,0,0,0,0,1
111,3,0,1,0,0,0,6
114,1,0,0,0,0,0,1
118,1,0,0,0,0,0,1
120,1,0,1,0,0,0,2
122,2,1,0,0,0,0,2
124,1,0,0,0,0,1,1
126,0,1,1,0,0,0,1
131,1,0,0,0,0,0,1
133,0,0,0,0,0,0,1
136,1,0,0,0,0,0,2
137,2,0,0,0,0,1,1
138,2,0,0,0,0,0,1
139,1,0,0,0,0,0,3
140,0,0,0,0,0,0,1
142,0,0,0,0,0,0,1
153,35,0,7,0,0,0,40
154,4,0,2,0,0,0,8
155,6,0,3,0,0,0,10
156,10,1,2,0,0,0,15
157,0,0,0,0,0,0,1
158,0,0,0,0,0,0,1
160,1,0,0,0,0,0,1
161,3,0,2,0,0,0,5
165,2,0,0,0,0,0,2
166,7,0,1,0,0,0,10
167,28,2,6,0,1,0,40
168,30,0,5,0,0,0,40
169,29,1,5,0,0,4,40
170,9,0,1,0,0,0,12
171,11,0,2,0,0,1,15
172,19,0,7,1,0,0,28
173,11,1,3,0,0,0,20
174,4,0,1,0,0,0,10
175,19,0,3,0,0,0,24
176,6,0,1,0,0,0,9
177,8,0,0,0,0,0,12
178,4,1,2,0,0,1,9
181,0,0,0,0,0,0,1
182,2,0,1,0,0,0,4
183,1,0,0,0,0,0,3
184,1,0,0,0,0,0,2
185,6,0,0,0,0,1,6
186,9,0,1,0,0,1,8
188,0,0,0,0,0,0,1
189,3,0,0,0,0,0,5
191,2,0,0,0,0,0,3
192,2,0,1,0,0,0,2
193,0,0,0,0,0,0,1
194,5,0,0,1,0,0,7
196,2,0,1,0,0,0,2
197,3,0,2,1,0,0,5
198,2,0,0,0,0,0,1
199,1,0,0,0,0,0,1
200,25,0,0,0,0,0,40
201,15,1,2,1,0,0,20
202,12,0,0,0,0,0,15
203,8,0,0,0,0,0,7
204,2,0,2,0,0,0,3
206,8,0,3,0,0,0,8
207,3,0,0,0,0,0,4
208,0,0,0,0,0,0,2
