921,1,0,1,1,0,0,0,1
922,0,0,0,0,0,0,0,0
923,0,0,0,0,0,0,0,0
924,0,1,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0
926,0,0,0,0,0,0,0,0
927,0,0,0,0,-1,0,0,1
928,0,0,0,0,0,0,0,0
929,0,0,0,0,0,0,0,1
930,1,0,0,0,0,0,0,0
931,0,0,0,0,0,0,0,1
932,1,0,0,0,0,0,0,0
933,0,0,0,0,0,0,0,1
934,0,0,0,0,0,0,0,0
935,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0
937,1,1,0,0,0,0,0,0
938,0,0,0,0,0,0,0,0
939,0,0,0,0,0,0,0,0
940,0,0,0,0,0,0,0,1
941,0,0,0,0,0,0,0,0
942,0,0,0,0,0,0,0,1
943,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0,0,0
945,0,0,0,0,0,0,0,0
946,0,0,0,0,0,0,0,0
947,0,0,0,0,0,0,0,0
948,1,0,0,1,0,0,0,1
949,0,0,0,-1,0,0,0,2
950,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0
952,0,0,0,0,0,0,0,0
953,1,0,0,0,0,0,0,0
954,0,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0,0
956,0,0,0,0,0,0,0,0
957,0,0,0,0,0,1,0,0
958,0,0,0,0,0,0,1,0
959,0,0,1,0,0,0,0,0
960,0,0,0,0,0,0,0,0
961,1,0,0,0,0,0,0,0
962,1,0,0,0,0,0,0,0
963,1,0,0,0,0,0,0,0
964,0,0,0,0,0,0,0,0
965,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0,0,0
967,0,0,0,0,0,0,0,0
968,0,0,0,0,0,0,0,1
969,1,1,0,0,0,0,0,0
970,1,0,0,0,0,0,0,0
971,0,0,0,0,0,0,0,0
972,1,0,0,0,0,0,0,1
973,0,0,0,0,0,0,0,1
974,0,0,0,0,0,0,0,1
975,0,0,0,0,0,0,0,0
976,0,0,0,0,0,0,0,0
977,0,0,0,0,0,0,0,0
978,-1,0,0,0,0,0,0,0
979,0,0,0,0,0,0,0,0
980,0,0,0,0,0,0,0,0
981,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,0
983,0,0,0,0,0,0,0,1
984,0,0,0,0,0,0,0,1
985,0,0,0,0,0,0,0,0
986,0,0,0,0,0,0,0,0
987,0,1,0,0,0,0,0,0
988,0,0,0,0,0,0,0,0
989,0,0,0,0,0,0,0,0
990,0,0,0,0,0,0,0,0
991,0,0,0,0,0,0,0,0
992,0,0,0,0,0,0,0,0
993,0,0,0,0,0,0,0,0
994,1,0,0,1,0,0,0,0
995,1,0,0,0,0,0,0,0
996,-1,0,0,0,0,0,0,0
997,0,0,0,0,0,0,0,0
998,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,1
1002,0,0,0,0,0,0,0,0
1003,0,0,0,0,0,0,0,1
1004,0,0,0,0,0,0,0,1
1005,-2,0,0,-1,0,0,0,0
1006,0,0,0,0,0,0,0,1
1007,0,0,0,0,0,0,1,0
1008,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,0,0,0
1010,0,0,0,0,0,0,0,0
1011,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,0,0,0
1013,0,0,0,0,0,0,0,0
1014,0,0,0,0,0,0,0,0
1015,0,0,0,0,0,0,0,1
1016,0,0,0,0,0,0,0,1
1017,-1,0,0,0,0,0,0,0
1018,0,0,0,0,0,0,0,0
1019,0,0,0,0,0,0,0,-1
1020,0,0,0,0,0,0,0,0
1021,0,0,0,0,0,0,0,0
1022,0,0,0,0,0,0,0,0
1023,0,0,0,0,0,0,0,0
1024,0,0,0,0,0,0,0,1
1025,-1,0,0,0,0,0,0,0
1026,0,0,0,0,0,0,0,0
1027,0,0,0,-1,0,0,0,1
1028,-1,0,0,0,0,0,0,0
1029,0,0,0,0,0,0,0,0
1030,0,0,0,0,0,0,0,0
