1,1,0,0
2,2,0,0
3,1,0,1
4,0,0,0
5,1,0,0
6,1,0,0
7,0,0,0
8,1,0,1
9,0,0,0
10,1,0,0
11,1,0,0
12,0,0,0
13,2,0,0
14,0,0,0
15,1,0,0
16,0,0,1
17,0,0,1
18,0,0,0
19,1,0,0
20,1,0,1
21,0,0,1
22,1,0,0
23,1,0,0
24,0,0,1
25,0,0,0
26,2,0,0
27,0,0,0
28,0,0,0
29,1,0,1
30,0,0,0
31,1,0,0
32,1,0,0
33,1,0,1
34,1,0,0
35,1,0,1
36,1,0,0
37,1,0,1
38,1,0,0
39,1,0,1
40,2,0,1
41,1,0,0
42,1,0,0
43,1,0,1
44,1,0,1
45,1,0,0
46,1,0,0
47,1,0,1
48,1,0,0
49,0,0,0
50,1,0,0
51,1,0,0
52,1,0,0
53,1,0,0
54,1,0,1
55,1,0,0
56,1,0,0
57,3,0,1
58,1,0,0
59,0,0,1
60,1,0,0
61,0,0,0
62,0,0,0
63,0,0,0
64,1,1,1
65,1,0,0
66,1,0,1
67,1,0,1
68,1,0,0
69,1,0,0
70,0,0,0
71,1,0,0
72,1,0,0
73,1,0,1
74,1,0,1
75,1,0,0
76,1,0,0
77,0,0,0
78,0,0,0
79,1,0,0
80,1,0,0
81,1,0,1
82,1,0,0
83,0,1,0
84,0,0,0
85,0,0,0
86,0,0,1
87,1,0,0
88,1,0,0
89,1,0,0
90,0,0,0
91,1,0,0
92,0,0,0
93,1,0,0
94,0,0,-1
95,1,0,0
96,2,0,0
97,1,0,0
98,0,0,0
99,0,0,0
100,1,0,0
101,1,0,0
102,1,0,1
103,0,0,0
104,0,0,0
105,1,0,0
106,1,0,0
107,1,0,1
108,0,1,1
109,-1,-1,1
110,1,0,0
111,1,0,0
112,0,0,0
113,2,0,0
114,0,1,1
115,1,0,1
116,1,0,1
117,0,0,0
118,1,0,0
119,1,0,0
120,1,0,0
121,0,0,0
122,0,0,0
123,2,0,1
124,1,0,0
125,1,0,0
126,1,0,0
127,1,1,0
128,1,0,1
129,1,0,1
130,0,0,0
131,0,0,0
132,2,0,0
133,0,0,0
134,1,0,2
135,1,0,0
136,1,0,0
137,0,0,0
138,2,0,0
139,0,0,0
140,2,0,1
141,1,0,0
142,0,0,0
143,1,0,0
144,1,0,0
145,1,0,0
146,0,0,0
147,1,0,0
148,0,0,0
149,-1,0,0
150,0,0,0
151,1,0,0
152,1,0,0
153,0,1,-1
154,0,0,0
155,0,0,0
156,1,0,1
157,1,0,0
158,0,0,0
159,0,0,1
160,0,0,0
161,0,0,0
162,2,0,0
163,1,1,0
164,2,0,0
165,1,0,1
166,1,0,1
167,1,0,-1
168,0,0,0
169,1,0,0
170,0,0,1
171,1,0,1
172,1,0,0
173,2,0,2
174,1,0,1
175,0,0,0
176,-1,0,0
177,1,0,0
178,1,0,0
179,1,0,0
180,1,0,0
181,0,0,1
182,0,0,0
183,1,0,0
184,0,0,0
185,0,1,0
186,0,0,0
187,1,0,0
188,1,0,-1
189,0,0,0
190,0,0,1
191,0,0,0
192,2,0,1
193,0,0,0
194,1,0,-1
195,1,0,-1
196,1,0,0
197,0,0,0
198,0,0,0
199,0,0,-1
200,1,0,0
201,1,0,0
202,1,0,0
203,0,0,0
204,1,1,0
205,0,0,0
206,0,0,-1
207,0,0,0
208,0,0,0
209,1,0,0
210,1,0,1
211,1,0,0
212,2,0,1
213,1,0,0
214,1,0,0
215,0,1,0
216,1,1,0
217,1,0,1
218,0,0,0
219,0,0,0
220,1,0,1
221,1,0,0
222,1,0,0
223,1,0,0
224,0,0,1
225,0,0,0
226,1,0,0
227,0,0,0
228,1,0,0
229,1,0,0
230,0,1,0
231,0,0,0
232,1,0,0
233,1,0,1
234,0,0,0
235,1,0,0
236,0,0,0
237,0,0,0
238,0,0,0
239,0,0,0
240,0,0,0
241,0,0,0
242,0,0,0
243,0,0,0
244,0,1,1
245,0,0,0
246,0,0,0
247,1,0,-1
248,1,0,1
249,1,0,1
250,0,0,0
251,0,0,1
252,1,0,0
253,0,0,0
254,0,0,0
255,1,0,0
256,1,0,0
257,1,0,0
258,1,0,0
259,0,0,0
260,0,0,0
261,1,0,0
262,1,0,1
263,1,0,0
264,1,0,0
265,1,0,0
266,0,0,0
267,1,0,0
268,1,0,0
269,0,1,0
270,1,0,1
271,0,0,0
272,0,0,0
273,2,0,1
274,1,0,-1
275,1,1,1
276,0,0,0
277,1,1,0
278,1,0,0
279,0,0,0
280,0,0,0
281,1,0,0
282,1,0,0
283,0,0,0
284,1,0,1
285,1,0,0
286,1,0,0
287,1,0,0
288,1,0,0
289,1,0,0
290,0,0,0
291,0,0,0
292,1,0,0
293,1,0,0
294,2,0,0
295,1,0,0
296,1,0,0
297,1,0,0
298,1,0,0
299,1,0,1
300,0,0,0
301,0,0,0
302,1,0,1
303,0,1,1
304,0,0,0
305,0,1,0
306,1,0,0
307,1,0,0
308,0,0,1
309,1,0,0
310,1,0,1
311,1,0,0
312,1,0,1
313,1,0,0
314,1,1,1
315,0,0,0
316,2,0,0
317,1,0,0
318,1,0,0
319,1,0,1
320,1,0,0
321,0,0,0
322,1,0,1
323,2,0,0
324,0,0,0
325,0,0,-1
326,2,0,0
327,0,0,0
328,2,0,0
329,1,1,-1
330,1,0,1
331,0,0,0
332,1,0,0
333,1,0,0
334,1,0,1
335,0,0,0
336,0,0,0
337,1,0,0
338,1,0,1
339,1,0,0
340,1,0,0
341,0,0,-1
342,1,0,1
343,1,0,1
344,2,0,1
345,1,0,0
346,1,0,0
347,3,0,0
348,0,0,0
349,0,0,-1
350,0,0,0
351,1,0,0
352,0,0,1
353,1,0,0
354,1,0,0
355,1,0,0
356,0,0,0
357,0,0,0
358,1,0,0
359,1,0,0
360,2,0,0
361,1,0,0
362,1,0,0
363,1,0,0
364,1,0,1
365,1,0,1
366,0,0,0
367,1,0,1
368,0,0,0
369,0,0,0
370,1,0,0
371,0,0,0
372,0,0,0
373,1,0,0
374,0,0,0
375,0,0,0
376,1,0,1
377,1,0,0
378,2,-1,0
379,1,0,0
380,0,0,0
381,1,0,0
382,1,0,0
383,1,0,0
384,0,1,0
385,0,0,0
386,2,0,0
387,0,-1,0
388,2,0,0
389,2,0,1
390,0,0,0
391,1,0,0
392,1,0,0
393,1,0,0
394,1,0,1
395,0,0,0
396,0,0,0
397,1,0,0
398,0,0,0
399,1,0,0
400,1,0,0
401,0,0,1
402,1,0,0
403,1,0,0
404,1,1,0
405,1,0,-1
406,0,1,1
407,1,0,0
408,0,0,0
409,1,0,0
410,0,0,0
411,2,0,-1
412,2,0,0
413,0,0,0
414,1,0,0
415,0,0,0
416,0,0,0
417,0,0,0
418,1,0,0
419,1,0,0
420,1,0,0
421,1,0,0
422,1,0,1
423,1,0,0
424,1,0,1
425,1,0,1
426,1,0,0
427,1,0,0
428,1,0,1
429,1,0,0
430,1,0,0
431,1,0,0
432,1,0,0
433,0,0,0
434,1,0,0
435,1,0,0
436,0,0,0
437,1,0,0
438,1,0,0
439,0,0,0
440,2,0,0
441,1,0,0
442,0,0,0
443,1,0,2
